iter	MultiClass
463	0.5321984016
464	0.531943519
465	0.5317486457
466	0.5314319213
467	0.5311454574
468	0.5310765541
469	0.5308471737
470	0.5306695975
471	0.530567112
472	0.5304672395
473	0.5303607107
474	0.5301341476
475	0.5299876884
476	0.5299005756
477	0.5292708418
478	0.5289666878
479	0.5285505611
480	0.5283613048
481	0.5283108732
482	0.5279241358
483	0.5275795958
484	0.5272442389
485	0.5269947298
486	0.5267613337
487	0.5264815644
488	0.5264149749
489	0.5262133463
490	0.5259926733
491	0.5258984035
492	0.5257115586
493	0.525481263
494	0.5253454811
495	0.5250649063
496	0.5247457408
497	0.5246796326
498	0.5245786522
499	0.5243595112
500	0.5241577104
501	0.5239814204
502	0.5236827413
503	0.5235996888
504	0.5231217594
505	0.5228508613
506	0.5227203568
507	0.5226191711
508	0.5225266021
509	0.5223467663
510	0.5220703811
511	0.5218296353
512	0.5215343738
513	0.5214341084
514	0.5210870203
515	0.5208793291
516	0.5208374963
517	0.520637157
518	0.5204580971
519	0.5200984112
520	0.5199262866
521	0.5197515587
522	0.5196561527
523	0.5194796494
524	0.5192578106
525	0.5191205661
526	0.5189693176
527	0.5188246491
528	0.5186862403
529	0.5186086057
530	0.5185017375
531	0.5183434725
532	0.5181917153
533	0.517925436
534	0.5176585198
535	0.5174121555
536	0.5171713495
537	0.5170568869
538	0.5169433024
539	0.5167189087
540	0.5164827049
541	0.5163946162
542	0.5162018167
543	0.5160937845
544	0.5158392939
545	0.5156623733
546	0.5154369493
547	0.5153358123
548	0.514978033
549	0.5148117515
550	0.5146449402
551	0.5145265819
552	0.5142592068
553	0.51405655
554	0.5138472677
555	0.513689425
556	0.5135558711
557	0.5134156325
558	0.5132960395
559	0.5131552213
560	0.5130466913
561	0.5129053273
562	0.5128031876
563	0.5124905472
564	0.5123256172
565	0.5122139235
566	0.5120777548
567	0.5116699134
568	0.5115466529
569	0.511395143
570	0.5111783518
571	0.5111270383
572	0.5109895015
573	0.5107675974
574	0.5106229655
575	0.5104886923
576	0.5101755091
577	0.5100237101
578	0.5099658146
579	0.5095548165
580	0.5094875699
581	0.5092485043
582	0.5090387502
583	0.5089938154
584	0.5087044742
585	0.5084291831
586	0.5083361709
587	0.5081727073
588	0.5080798755
589	0.5080124787
590	0.5075837767
591	0.5075297868
592	0.5074108183
593	0.5073080741
594	0.5071624183
595	0.5070691099
596	0.5070385699
597	0.5067178891
598	0.5066825873
599	0.5064455382
600	0.506368772
601	0.5061939111
602	0.5061233779
603	0.505801235
604	0.505756752
605	0.505622768
606	0.5053379897
607	0.50523875
608	0.5051669504
609	0.50497957
610	0.5048574448
611	0.5046282752
612	0.5043709768
613	0.5040531975
614	0.5038247185
615	0.5037772346
616	0.5034701941
617	0.5031757727
618	0.5031098698
619	0.5029696558
620	0.5027193447
621	0.5024552421
622	0.5022694678
623	0.5021705499
624	0.5020271553
625	0.5019023128
626	0.5017217001
627	0.5015464748
628	0.5013903905
629	0.50116386
630	0.5010781216
631	0.500976858
632	0.5008291531
633	0.5006531794
634	0.5003752728
635	0.5001675326
636	0.4998596321
637	0.4997941335
638	0.499694662
639	0.4994386051
640	0.4992877981
641	0.4989835439
642	0.4988671103
643	0.498599945
644	0.4985087535
645	0.4984135786
646	0.4982393692
647	0.4981026916
648	0.4978527568
649	0.4977615244
650	0.497427581
651	0.497280084
652	0.4970856573
653	0.4969284488
654	0.4967710814
655	0.4965051095
656	0.4964419189
657	0.4962800542
658	0.4961276779
659	0.4960203694
660	0.4959447815
661	0.495884059
662	0.4957801208
663	0.4955563631
664	0.495360917
665	0.4951997093
666	0.4950640972
667	0.4950055392
668	0.4949058994
669	0.4948058877
670	0.4946247939
671	0.4944545492
672	0.4942728849
673	0.4941224229
674	0.4939895911
675	0.493878545
676	0.4937899663
677	0.4936641913
678	0.4935942004
679	0.4934587648
680	0.4933066329
681	0.4931522124
682	0.4930912902
683	0.4929856732
684	0.4928595786
685	0.4926077587
686	0.4925159167
687	0.4922542568
688	0.491919346
689	0.4918196953
690	0.4915475146
691	0.4914735374
692	0.4913439774
693	0.4912375288
694	0.4909832269
695	0.4909086944
696	0.4907722554
697	0.4905607366
698	0.4904163637
699	0.4902592956
700	0.4900507345
701	0.4898204362
702	0.4895759623
703	0.4894734411
704	0.4893526762
705	0.4892349006
706	0.4892036501
707	0.489007261
708	0.4887460284
709	0.4885170924
710	0.4884787696
711	0.48834742
712	0.4882991946
713	0.4882287263
714	0.487962092
715	0.4878768621
716	0.4878211653
717	0.4875070235
718	0.487354422
719	0.4871011784
720	0.4870459206
721	0.4868534768
722	0.4868153999
723	0.4866652629
724	0.4865524995
725	0.4863910442
726	0.4862623834
727	0.4862306077
728	0.4861705776
729	0.4858196068
730	0.4855240346
731	0.4853648621
732	0.4852730847
733	0.485122462
734	0.485061761
735	0.48479972
736	0.4845867794
737	0.4844430751
738	0.484318025
739	0.4841606924
740	0.4840746756
741	0.4838063468
742	0.483510317
743	0.4834082879
744	0.483162707
745	0.483134634
746	0.4830458135
747	0.4828358553
748	0.4826531408
749	0.4825154278
750	0.4822363469
751	0.4820286968
752	0.4819264772
753	0.4818026387
754	0.4817285348
755	0.4816547196
756	0.4816016848
757	0.481490218
758	0.481366356
759	0.4812005993
760	0.480969688
761	0.4808542684
762	0.4806306574
763	0.4804028314
764	0.4803522703
765	0.4801726524
766	0.4801423859
767	0.4801026086
768	0.480005241
769	0.4798588424
770	0.4796454207
771	0.4795749672
772	0.4794840725
773	0.4794141226
774	0.4793282948
775	0.4792917981
776	0.4791004052
777	0.4789587607
778	0.478882169
779	0.4786466464
780	0.478413234
781	0.4783391936
782	0.478246831
783	0.4781245276
784	0.478023515
785	0.4777651243
786	0.4775083662
787	0.4772738988
788	0.4771076761
789	0.4770485288
790	0.4769353346
791	0.4768222884
792	0.4767126135
793	0.4766072149
794	0.4765801163
795	0.4764424007
796	0.4763982104
797	0.4762372605
798	0.4759815265
799	0.4758639812
800	0.4757606822
801	0.4756951876
802	0.4756447424
803	0.4755574568
804	0.4755019934
805	0.4753037781
806	0.4751168233
807	0.4750092288
808	0.4748157039
809	0.4746194118
810	0.4744173441
811	0.4742918966
812	0.4741595856
813	0.4740986874
814	0.4738067461
815	0.4736808245
816	0.473571778
817	0.4734039926
818	0.4733438767
819	0.4732475179
820	0.4730298025
821	0.472860319
822	0.4726120639
823	0.4725478856
824	0.4724724543
825	0.4723005971
826	0.472203145
827	0.4720561745
828	0.4719507871
829	0.4718662705
830	0.4717604615
831	0.4716011439
832	0.471488565
833	0.4713464175
834	0.4712545916
835	0.4710197602
836	0.4709350289
837	0.4707493307
838	0.4706442124
839	0.4705565747
840	0.4705102256
841	0.4703204473
842	0.4701390141
843	0.4699078039
844	0.4698200168
845	0.4696861712
846	0.4696253776
847	0.4695965989
848	0.4693970963
849	0.4691816218
850	0.4690752101
851	0.4689821395
852	0.4687386011
853	0.4686471974
854	0.4685344689
855	0.4683186741
856	0.4682795409
857	0.4679171251
858	0.4677594805
859	0.4676163467
860	0.4673517646
861	0.4671369272
862	0.4668054189
863	0.4667414926
864	0.4666378259
865	0.4665165455
866	0.4664587695
867	0.4663494453
868	0.4662429974
869	0.4661280087
870	0.4659797607
871	0.465838708
872	0.4657563488
873	0.4656999263
874	0.4656601765
875	0.4655252661
876	0.46543928
877	0.4653890218
878	0.4652090724
879	0.4651644295
880	0.465055406
881	0.4649228836
882	0.4647529425
883	0.464502091
884	0.4643317743
885	0.4641759384
886	0.4640695357
887	0.4638552473
888	0.4637450624
889	0.4636920779
890	0.463589775
891	0.4635118779
892	0.4634120306
893	0.4632463117
894	0.463046721
895	0.4630072661
896	0.4628610815
897	0.462616595
898	0.4624540915
899	0.4623306853
900	0.4620288972
901	0.4619884571
902	0.4617952175
903	0.4616959414
904	0.4614405186
905	0.4612833792
906	0.461125575
907	0.4610206674
908	0.4607284137
909	0.4606062633
910	0.4605400894
911	0.460412141
912	0.4602119202
913	0.4601440327
914	0.4599313172
915	0.4598546615
916	0.4597358852
917	0.4596624166
918	0.459544402
919	0.4593989793
920	0.4591717761
921	0.4590607508
922	0.458958198
923	0.4589401431
924	0.4588589424
925	0.458822805
926	0.4587733853
927	0.4586582278
928	0.4585491359
929	0.458348543
930	0.4582755489
931	0.4581509111
932	0.4579782192
933	0.4578941256
934	0.4578094896
935	0.4577474346
936	0.4575592139
937	0.4574180774
938	0.4573303661
939	0.4572859142
940	0.4571278195
941	0.4569661071
942	0.4568798247
943	0.456698994
944	0.456619691
945	0.4564811867
946	0.4564171216
947	0.4562347186
948	0.4561871884
949	0.45606152
950	0.455890584
951	0.4558049703
952	0.4556482218
953	0.4554072734
954	0.4551847102
955	0.4550900042
956	0.4549614562
957	0.4548381568
958	0.4546665288
959	0.4545726481
960	0.4544104087
961	0.4543236755
962	0.4540988422
963	0.4538977791
964	0.4538278538
965	0.4537509068
966	0.4536681773
967	0.4534449163
968	0.4534042404
969	0.4531996899
970	0.4530274474
971	0.4528058482
972	0.4525927288
973	0.4524850797
974	0.4523865387
975	0.4522684859
976	0.4521703771
977	0.452046185
978	0.4519629952
979	0.451868896
980	0.4518272745
981	0.4516873468
982	0.4515605559
983	0.4514843585
984	0.4513443821
985	0.4512597013
986	0.451148839
987	0.4510299253
988	0.4509518164
989	0.4507411379
990	0.4505615471
991	0.450303628
992	0.4502540433
993	0.4500291433
994	0.4498555186
995	0.4497646949
996	0.4495531308
997	0.4495022232
998	0.4493768178
999	0.4492594511
